County,State,Population,Per Capita Income,Poverty Count,Poverty Rate
Smyth County,Virginia,30767,21605,5654,18.376832320343226
Southampton County,Virginia,17880,26600,1473,8.238255033557047
Spotsylvania County,Virginia,132833,37212,9198,6.924484126685387
Stafford County,Virginia,146773,42126,6315,4.302562460398029
Surry County,Virginia,6523,30260,1033,15.836271654146866
Sussex County,Virginia,11377,21652,1187,10.433330403445549
Tazewell County,Virginia,41603,23738,7004,16.83532437564599
Warren County,Virginia,39492,32086,3835,9.710827509368986
Washington County,Virginia,54071,27524,7598,14.051894731001832
Westmoreland County,Virginia,17751,32996,2636,14.849867613092222
Wise County,Virginia,38486,21500,7796,20.25671672816089
Wythe County,Virginia,28844,27381,4230,14.665094993759533
York County,Virginia,67982,41201,3273,4.814509723162014
Alexandria city,Virginia,157613,62679,16108,10.219969164980046
Bristol city,Virginia,16912,23015,3753,22.19134342478713
Buena Vista city,Virginia,6484,21419,1519,23.426896977174582
Charlottesville city,Virginia,47096,38328,10645,22.602768812638015
Chesapeake city,Virginia,239982,35536,20024,8.343959130268104
Colonial Heights city,Virginia,17428,28364,2083,11.952031214138168
Covington city,Virginia,5598,25309,722,12.897463379778493
Danville city,Virginia,41070,22826,8813,21.458485512539564
Emporia city,Virginia,5442,18494,1408,25.87284086732819
Fairfax city,Virginia,23531,50029,2113,8.979643874038503
Falls Church city,Virginia,14128,72325,445,3.1497734994337487
Franklin city,Virginia,8147,24025,1178,14.459310175524735
Fredericksburg city,Virginia,28622,35731,4052,14.156942212284257
Galax city,Virginia,6517,23025,1490,22.863280650606107
Hampton city,Virginia,135041,30135,19751,14.625928421738582
Harrisonburg city,Virginia,53273,23202,13025,24.449533534811255
Hopewell city,Virginia,22456,21927,5253,23.392411827573923
Lexington city,Virginia,7241,19047,1191,16.448004419279105
Lynchburg city,Virginia,80569,23863,13676,16.974270501061202
Manassas city,Virginia,41174,33082,3270,7.9419050857337155
Manassas Park city,Virginia,16986,34326,1073,6.316966913929119
Martinsville city,Virginia,12852,22836,2962,23.04699657640834
Newport News city,Virginia,179673,28294,26138,14.547539140549775
Norfolk city,Virginia,244601,29830,41016,16.768533243936044
Norton city,Virginia,3970,21741,1102,27.758186397984886
Petersburg city,Virginia,31362,23611,7406,23.614565397614946
Poquoson city,Virginia,12090,40258,679,5.616211745244003
Portsmouth city,Virginia,95097,26312,15312,16.101454304552192
Radford city,Virginia,17691,21797,5349,30.235713074444632
Richmond city,Virginia,226622,33549,50200,22.15142395707389
Roanoke city,Virginia,99229,27006,20240,20.397262896935374
Salem city,Virginia,25317,31924,2058,8.128925228107596
Staunton city,Virginia,24432,30166,2565,10.49852652259332
Suffolk city,Virginia,90093,34940,9267,10.286037760980319
Virginia Beach city,Virginia,450201,37776,32183,7.148584743259121
Waynesboro city,Virginia,22140,27033,3659,16.52664859981933
Williamsburg city,Virginia,14927,29758,2188,14.658002277751725
Winchester city,Virginia,27897,30859,4355,15.610997598308064
Adams County,Washington,19594,20248,4951,25.267939165050525
Asotin County,Washington,22421,29695,2795,12.465991704205878
Benton County,Washington,197518,32882,23336,11.81461942709019
Chelan County,Washington,76229,30870,8811,11.558593186320167
Clallam County,Washington,75392,30283,10768,14.282682512733446
Clark County,Washington,473252,35860,43384,9.167209013379765
Columbia County,Washington,3992,36551,446,11.172344689378757
Cowlitz County,Washington,106778,28876,15131,14.170522017644082
Douglas County,Washington,42023,30544,4849,11.538919163315327
Ferry County,Washington,7578,25857,1292,17.049353391396146
Franklin County,Washington,92009,24380,13558,14.735515003967004
Garfield County,Washington,2230,26742,227,10.179372197309416
Grant County,Washington,95502,24280,14023,14.683462126447614
Grays Harbor County,Washington,72779,27210,10037,13.791066104233362
Island County,Washington,82866,37087,6291,7.59177467236261
Jefferson County,Washington,31285,36598,3945,12.60987693782963
King County,Washington,2195502,52462,193603,8.818165503834658
Kitsap County,Washington,265882,37493,22404,8.426294371187218
Kittitas County,Washington,45897,29161,7808,17.012005141948276
Klickitat County,Washington,21721,29521,3371,15.51954329911146
Lewis County,Washington,78145,27127,10069,12.885021434512764
Lincoln County,Washington,10574,28891,1307,12.36050690372612
Mason County,Washington,63804,28862,8731,13.684095041063257
Okanogan County,Washington,41842,24876,8042,19.219922565842936
Pacific County,Washington,21688,26109,3421,15.773699741792695
Pend Oreille County,Washington,13377,28046,1673,12.506541077969649
Pierce County,Washington,877013,34618,89714,10.22949488776107
San Juan County,Washington,16788,45777,1691,10.072670955444366
Skagit County,Washington,125612,33168,14815,11.794255325924274
Skamania County,Washington,11753,32221,1492,12.694631158002212
Snohomish County,Washington,798808,39527,59039,7.3908874222591665
Spokane County,Washington,505505,31146,67236,13.300758647293302
Stevens County,Washington,44655,26896,6280,14.063374762064718
Thurston County,Washington,279711,35169,28660,10.246289920668119
Wahkiakum County,Washington,4268,31110,309,7.239925023430178
Walla Walla County,Washington,60365,29035,7329,12.141141389878241
Whatcom County,Washington,220821,32267,30432,13.781297974377438
Whitman County,Washington,49231,23560,11219,22.788486928967522
Yakima County,Washington,249697,23459,42755,17.122752776364955
Barbour County,West Virginia,16633,22899,3313,19.918234834365418
Berkeley County,West Virginia,115329,29994,13898,12.050741790876536
Boone County,West Virginia,22368,21751,5123,22.903254649499285
Braxton County,West Virginia,14190,22269,3035,21.38830162085976
Brooke County,West Virginia,22459,26678,2819,12.551760986686853
Cabell County,West Virginia,94339,25271,20153,21.362320991318544
Calhoun County,West Virginia,7295,20447,1567,21.4804660726525
Clay County,West Virginia,8709,17239,2353,27.018027328051442
Doddridge County,West Virginia,8560,24053,1217,14.21728971962617
Fayette County,West Virginia,43576,21914,8619,19.779236276849645
Gilmer County,West Virginia,8041,18067,1069,13.294366372341749
Grant County,West Virginia,11616,23351,1249,10.752410468319558
Greenbrier County,West Virginia,35155,24581,5530,15.730337078651685
Hampshire County,West Virginia,23309,24259,4044,17.34952164400017
Hancock County,West Virginia,29383,26435,4045,13.76646360140217
Hardy County,West Virginia,13805,27004,1879,13.611010503440783
Harrison County,West Virginia,67908,28879,10186,14.999705483889969
Jackson County,West Virginia,28907,25341,5061,17.50787006607396
Jefferson County,West Virginia,56506,36305,5336,9.443244965136445
Kanawha County,West Virginia,183279,29253,30967,16.896098298222928
Lewis County,West Virginia,16166,23820,3370,20.846220462699495
Lincoln County,West Virginia,20850,21456,4739,22.729016786570742
Logan County,West Virginia,33154,21936,8268,24.938167340290764
McDowell County,West Virginia,18661,15047,5704,30.56642194952039
Marion County,West Virginia,56355,26380,9003,15.97551237689646
Marshall County,West Virginia,31308,26472,4457,14.235978024785997
Mason County,West Virginia,26820,24844,4137,15.425055928411632
Mercer County,West Virginia,59919,22212,11590,19.34277941888216
Mineral County,West Virginia,27167,25490,3628,13.35443736886664
Mingo County,West Virginia,24290,20060,6933,28.542610127624535
Monongalia County,West Virginia,105474,32154,20653,19.581128998615775
Monroe County,West Virginia,13401,23923,2020,15.073501977464367
Morgan County,West Virginia,17709,28127,1386,7.826528883618498
Nicholas County,West Virginia,25078,22335,4562,18.191243320838982
Ohio County,West Virginia,42143,32429,4994,11.85012932159552
Pendleton County,West Virginia,7001,25059,1047,14.955006427653192
Pleasants County,West Virginia,7482,29974,853,11.400695001336542
Pocahontas County,West Virginia,8450,25201,1352,16.0
Preston County,West Virginia,33683,24890,4707,13.974408455303863
Putnam County,West Virginia,56610,31587,5477,9.674969086733793
Raleigh County,West Virginia,75252,25026,13464,17.89188327220539
Randolph County,West Virginia,28930,24842,4908,16.965088143795366
Ritchie County,West Virginia,9844,25606,1779,18.071921982933766
Roane County,West Virginia,14020,21711,2539,18.10984308131241
Summers County,West Virginia,12848,21437,2598,20.22104607721046
Taylor County,West Virginia,16864,25214,2751,16.31285578747628
Tucker County,West Virginia,6982,25686,848,12.145517043826985
Tyler County,West Virginia,8811,24924,1439,16.331857904891613
Upshur County,West Virginia,24502,24070,4769,19.463717247571626
Wayne County,West Virginia,40303,21553,9323,23.132273031784234
Webster County,West Virginia,8386,22054,2170,25.87646076794658
Wetzel County,West Virginia,15436,22546,3356,21.741383778180875
Wirt County,West Virginia,5798,23568,936,16.143497757847534
Wood County,West Virginia,84960,27725,14116,16.61487758945386
Wyoming County,West Virginia,21281,22703,4705,22.10892345284526
Adams County,Wisconsin,20094,27241,2437,12.127998407484823
Ashland County,Wisconsin,15617,23946,2604,16.67413715822501
Barron County,Wisconsin,45229,29681,4750,10.502111477149615
Bayfield County,Wisconsin,14993,31825,1632,10.885079703861802
Brown County,Wisconsin,261368,32874,24825,9.498102292553028
Buffalo County,Wisconsin,13126,30503,1230,9.370714612220022
Burnett County,Wisconsin,15289,30342,1877,12.276800313951206
Calumet County,Wisconsin,49928,35527,2871,5.750280403781445
Chippewa County,Wisconsin,63892,29991,6278,9.825956301258373
Clark County,Wisconsin,34579,25382,4096,11.845339657017265
Columbia County,Wisconsin,57133,34984,3959,6.929445329319307
Crawford County,Wisconsin,16235,27615,1912,11.777024946104095
Dane County,Wisconsin,536078,40614,56956,10.624573289707842
Dodge County,Wisconsin,87715,29726,6903,7.869805620475404
Door County,Wisconsin,27472,38744,2059,7.494903902154921
Douglas County,Wisconsin,43295,30153,5047,11.657235246564268
Dunn County,Wisconsin,44759,28034,4830,10.791125807100247
Eau Claire County,Wisconsin,103514,30983,13728,13.2619742257086
Florence County,Wisconsin,4314,32348,438,10.15299026425591
Fond du Lac County,Wisconsin,102597,31653,8341,8.129867345049076
Forest County,Wisconsin,8995,25700,1515,16.842690383546415
Grant County,Wisconsin,51733,25892,7278,14.068389615912475
Green County,Wisconsin,36896,33459,2568,6.960104076322636
Green Lake County,Wisconsin,18755,29207,2157,11.500933084510798
Iowa County,Wisconsin,23618,34114,2061,8.726395122364298
Iron County,Wisconsin,5687,28857,809,14.225426411113066
Jackson County,Wisconsin,20522,26481,2229,10.861514472273658
Jefferson County,Wisconsin,84701,31992,6800,8.02824051664089
Juneau County,Wisconsin,26478,27889,3748,14.155147669763576
Kenosha County,Wisconsin,168524,32298,20205,11.989390235218721
Kewaunee County,Wisconsin,20387,30921,1567,7.686270662677195
La Crosse County,Wisconsin,117894,32565,14559,12.34922896839534
Lafayette County,Wisconsin,16715,28448,1860,11.127729584205802
Langlade County,Wisconsin,19146,27618,2498,13.047111668233574
Lincoln County,Wisconsin,27744,30972,2441,8.798298731257209
Manitowoc County,Wisconsin,79185,30130,7799,9.84908757971838
Marathon County,Wisconsin,135396,33189,12246,9.044580342107595
Marinette County,Wisconsin,40391,28282,5198,12.869203535441065
Marquette County,Wisconsin,15304,27922,1603,10.474385781495034
Menominee County,Wisconsin,4558,20313,1593,34.949539271610355
Milwaukee County,Wisconsin,951226,29270,176286,18.53250436804713
Monroe County,Wisconsin,45771,29242,5074,11.085621900329903
Oconto County,Wisconsin,37646,30927,3396,9.020878712213781
Oneida County,Wisconsin,35381,34910,2725,7.701873887114553
Outagamie County,Wisconsin,185700,33221,14198,7.645665051157781
Ozaukee County,Wisconsin,88597,49030,4631,5.227039290269422
Pepin County,Wisconsin,7265,30827,750,10.323468685478321
Pierce County,Wisconsin,41977,33061,3635,8.659504014102962
Polk County,Wisconsin,43438,30859,3922,9.028960817717206
Portage County,Wisconsin,70632,31453,8099,11.466474119379317
Price County,Wisconsin,13416,28882,1731,12.902504472271914
Racine County,Wisconsin,195602,31572,23643,12.087299720861749
Richland County,Wisconsin,17459,27597,2410,13.803768829829888
Rock County,Wisconsin,162152,28945,20359,12.55550347821797
Rusk County,Wisconsin,14132,25854,1677,11.866685536371357
St. Croix County,Wisconsin,88732,39287,4601,5.185277013929586
Sauk County,Wisconsin,63922,30990,6228,9.7431244329026
Sawyer County,Wisconsin,16399,31772,2601,15.860723214830172
Shawano County,Wisconsin,40904,29338,4202,10.272833952669666
Sheboygan County,Wisconsin,115178,31510,8110,7.041275243536092
Taylor County,Wisconsin,20325,27506,1983,9.756457564575646
Trempealeau County,Wisconsin,29499,28902,2271,7.6985660530865445
Vernon County,Wisconsin,30633,26198,4860,15.86524336499853
Vilas County,Wisconsin,21751,33316,2729,12.546549583927174
Walworth County,Wisconsin,103074,32302,10666,10.34790538836176
Washburn County,Wisconsin,15688,29584,2087,13.303161652218257
Washington County,Wisconsin,134925,39055,6175,4.576616638873448
Waukesha County,Wisconsin,400475,46073,19083,4.765091453898496
Waupaca County,Wisconsin,51245,32000,5156,10.061469411649918
Waushara County,Wisconsin,24193,28580,2551,10.544372339106353
Winnebago County,Wisconsin,170411,32571,18396,10.795077782537513
Wood County,Wisconsin,73112,31425,7418,10.146077251340408
Albany County,Wyoming,38390,29146,7454,19.416514717374316
Big Horn County,Wyoming,11882,24693,1470,12.371654603602087
Campbell County,Wyoming,47409,34776,5674,11.968191693560295
Carbon County,Wyoming,15247,29552,1796,11.779366432740868
Converse County,Wyoming,13921,33693,1334,9.582644924933554
Crook County,Wyoming,7472,29532,674,9.0203426124197
Fremont County,Wyoming,39812,28324,5038,12.654476037375664
Goshen County,Wyoming,13342,28554,1445,10.830460200869435
Hot Springs County,Wyoming,4607,30643,682,14.803559800303887
Johnson County,Wyoming,8487,36084,1010,11.900553788146578
Laramie County,Wyoming,98320,35190,9532,9.69487388120423
Lincoln County,Wyoming,19274,29747,1574,8.166441838746499
Natrona County,Wyoming,80333,33797,7393,9.202942750799796
Niobrara County,Wyoming,2422,22958,431,17.79521056977704
Park County,Wyoming,29148,35147,2411,8.271579525181831
Platte County,Wyoming,8582,35312,1173,13.668142624096946
Sheridan County,Wyoming,30140,35254,1726,5.7266091572660915
Sublette County,Wyoming,9880,35874,999,10.111336032388664
Sweetwater County,Wyoming,43521,32603,4921,11.307185037108521
Teton County,Wyoming,23280,54051,1426,6.125429553264604
Uinta County,Wyoming,20479,28159,2298,11.221251037648322
Washakie County,Wyoming,8027,28101,825,10.277812383206678
Weston County,Wyoming,7049,28531,971,13.775003546602354
Adjuntas Municipio,Puerto Rico,17891,7595,11065,61.84673858364541
Aguada Municipio,Puerto Rico,37954,9692,18774,49.46514201401697
